C1,C2,C3,C4,C5,C6,C7,C8
835.2596607447556,564.130999736173,0.01609984289569949,871.6050917109352,9470.0,396.958350020024,3016,5808
394.21840811000703,789.3613898111162,1.217782443858335,28.31582640072166,2856.0,187.87945534641568,8260,8988
504.6279233162702,277.07001473510905,-1.3254773155590627,618.6872807457152,8174.0,292.41890268321987,9816,735
352.3423667570009,530.0982108524305,-0.06647651966693433,890.0295680064147,3335.0,449.9599519423308,9251,674
378.502459098665,73.98372191507097,0.27275646779153667,209.9988974641676,5506.000000000001,352.05847016419705,5798,6273
119.08983237980527,544.3170570565719,-0.05546070013098884,807.365741204771,5284.0,251.09331197436927,9951,7116
723.05972096758,681.5942428023004,-0.6582649545802651,456.41395208980657,6303.0,275.4325190228274,9150,360
932.9372678911974,683.2851344037012,0.06754166891198335,92.25959707326852,2974.0,247.31477773327995,6976,3072
888.2761216501053,18.67445980455617,0.7064769626466232,675.5371354114463,100.0,450.2322787344814,4114,220
342.2960955535481,79.06293642011264,-0.019279764462158636,304.8800240553272,2734.0,259.6035242290749,5757,221
337.42216199939776,353.23990318046884,0.6866098900833039,424.58985667034176,1290.9999999999998,170.48458149779736,6610,3139
610.0640369366656,995.8250601282772,-0.08371380132071614,300.7419063846848,3948.0,212.35482579094912,3433,4384
283.2120847134397,111.55532108650746,-0.7579421247519328,623.4165580835922,5807.0,467.0484581497797,3490,4715
446.6380608250527,471.1191576623622,0.39866308034760145,383.3072065751228,4579.0,401.0772927513016,1293,2884
939.4026899528254,640.4293141694527,-0.6982557110093912,791.2073769670242,304.0,363.1217460953144,5259,7974
242.03231958245507,0.0940828637249202,0.317280286907603,187.9289365540744,3717.0,250.9911894273128,8091,1351
182.15256448860785,967.1152137323734,-0.0062835105203420125,354.34038288062544,4824.0,380.7889467360833,2708,3259
27.47977516812205,452.37314938274966,-0.3947379417353606,918.7993384785004,2726.0,204.7296756107329,9112,7269
312.85355816521127,850.6210346041207,1.1662053326694783,215.023754635662,9093.0,359.4112935522627,5657,544
611.3571213489913,280.2715638740838,-0.4536043162652416,89.69790518191841,8764.0,250.0040048057669,7456,4228
359.106192913781,632.3061976011854,0.6851447949661625,725.8842337375964,8410.0,207.589106928314,3069,7829
945.0723677607148,789.934091401932,-0.6914301598115254,683.2222110854966,557.0,452.9555466559872,4721,2541
333.04556860383417,820.6620308733465,-0.34579950935564546,960.2790417961312,9212.0,477.94152983580295,5956,7775
322.1040851149252,86.75413165983237,-0.36139382303233214,461.8329157061241,6377.0,201.1553864637565,566,2179
303.30462712034523,721.6531641153362,-0.9499847491107377,889.0443018943571,5931.0,426.7781337605126,2953,968
476.776874435411,158.50915840202808,-0.7324478443992012,493.5584845143831,4503.0,273.49219062875454,4674,1421
468.3220917394359,312.4988047337005,-0.2509098973111886,893.2809461762052,986.0,309.2350820985182,6642,6876
516.8624912175048,864.6953775729773,0.015964510247766375,742.4367044201664,4983.0,498.1617941529836,9661,3275
592.8560674495634,63.08970680932181,-0.8029211369844435,254.9270321740002,5803.0,162.7232679215058,4188,3837
36.730302117836,169.69921209183914,1.065115256181214,199.35802345394407,6810.999999999999,273.390068081698,1210,69
338.91418247515804,398.6148228252573,-0.8722252054379268,544.9893755637968,3258.0,198.4321185422507,2240,2508
944.7739636655626,595.2444208654265,0.15437470855155527,152.16377668637867,6155.0,419.425310372447,2900,2229
514.9725986148751,277.5063832632815,-0.5236677820968141,251.08449433697504,1573.0,302.8354024829796,7058,6520
271.6737930342266,395.4199585081293,0.8616774322563463,575.0399919815575,8657.0,476.6820184221065,710,6340
319.6173843219914,684.1664870491198,0.22258438894396024,389.9084895259096,1806.0,226.99239086904285,2514,4140
7.287764729499146,487.90900286895015,0.8467609000966498,240.5421469379573,1078.0,261.71405686824187,3077,1060
346.27481682224226,456.3520504757329,0.9933968242251697,446.1671845244061,6390.000000000001,446.5899078894673,4329,7057
609.5666967780788,414.3954658589638,0.7243237845012307,752.7819985967726,7728.0,347.1565879054866,3085,9978
404.4636153768945,771.7959602109257,-0.9486632296353852,622.9239250275634,6158.999999999999,441.8241890268322,803,6725
513.7789822342668,532.6915427111564,0.4326592113125987,975.9447729778492,5465.0,469.295154185022,1950,7589
39.21700291076985,294.3745635288522,0.23124257181451505,653.1715946677357,5132.0,315.9411293552263,282,2955
508.90504868011647,87.97100967549,0.8316972205407772,318.87080284654706,852.0,355.4965959150981,3629,7485
174.79193014152364,604.7353418360397,-1.4804202326598337,577.7987370953192,569.0,333.7104525430517,3504,3865
729.8235471243602,675.9088828989204,0.7947782204137841,868.3537135411447,8913.0,280.8450140168202,8545,6181
403.5684030914383,410.0218760579241,0.0489554067653416,809.6318532625037,721.0,366.49179014817776,7642,1507
54.43561176352504,175.60618878060131,-0.014155750390358999,217.6839731382179,2659.0,453.6363636363636,4194,1086
492.6917595101877,679.7606423295161,0.8188784524754836,557.7978350205473,1408.0,226.5158189827793,4652,8903
789.902238281642,234.62715625723365,-0.13963938527373826,164.77518292071767,3336.0,342.2887464957949,3376,296
862.1160293084413,160.22572110068188,-1.030076571509628,784.7046206274431,176.0,336.94433319983983,446,6521
406.7513801063936,510.16831358563786,0.3600524317991432,118.8617820988273,4636.0,465.6868241890268,5383,6252
537.8502459098665,871.3269804650608,0.6747306319197022,604.8935551769068,9173.0,243.8085702843412,7776,6511
123.06855364849945,678.5256719599124,0.005891674066495679,531.7868096622232,7182.999999999999,278.0196235482579,7262,9945
621.6023286158787,789.4952752072317,0.025426043561865674,219.35892552871604,7073.0,373.9467360832999,9900,9176
622.8954130282044,91.816367785323,0.9543187560155967,838.1060439009722,791.0,221.6479775730877,1427,154
810.094248720265,829.7189542519673,0.10271563250151368,785.7884133507066,6831.0,215.11213456147377,4615,4927
331.851952223226,62.9707221770196,-1.0132277444376094,749.5306204269821,2748.0,451.083299959952,452,4629
622.1991368061829,519.0870767968892,0.7840265140706799,608.3419865691089,523.0,384.0228273928715,7039,9927
840.8298705209274,218.5127166124744,0.23002200734250552,444.9848651899369,8759.0,257.5270324389267,3621,1540
937.4133293184784,94.85782380701237,-0.694692812791035,253.74471283953093,2880.0,207.72527032438927,8315,5211
724.2533373481883,165.69868918301623,0.4417462193877145,425.8707026160168,6600.000000000001,445.7729275130157,2580,2282
590.7672387834989,905.8870136558256,0.7850666372395997,849.2395509672247,9163.0,473.0396475770925,9472,2195
461.1603934557864,900.5715488816547,1.1239199386087808,117.18682970832916,4171.0,438.8966760112135,3922,4963
766.0299106694771,469.20664862891385,-0.3406216353059067,406.4609602084795,8825.0,190.7729275130156,6393,1134
719.67780788919,337.19775474232995,-0.7097691870128177,478.9765460559287,1217.0,307.36283540248303,1657,1515
505.82153969687846,942.536406526224,0.9610586274272763,738.8897464167586,9272.0,357.26672006407694,328,8066
17.433503964669278,248.33702057423469,-0.7307116411833801,894.0691590658514,9279.0,362.7132559070885,6111,1657
462.65241393154673,773.5032204175129,-0.8645573451800421,122.2116868798236,8819.0,249.01682018422105,5631,6310
787.2166014252736,75.94398675277559,-0.9766073503925513,90.97875112759348,3667.0,477.9755706848218,4909,6984
44.9861487503764,956.9511184225952,0.3528868708556109,72.16016838729077,8243.0,363.63235883059673,4527,3946
64.97922312556459,91.21670990340904,-0.24948207457125404,536.3190337776887,1015.0,447.16860232278736,3203,5877
764.338954130282,35.82021849090733,0.10171772122063684,951.6087000100232,679.0,457.2446936323588,2781,3140
658.3060323195824,493.0539473795266,0.2643930283859119,503.2140924125489,495.0,192.1005206247497,132,7933
620.6076482987052,490.3448751631966,0.4204752885312538,831.4062343389796,3039.9999999999995,244.76171405686824,4761,937
971.8292682926829,558.1425868521653,-1.3346609703356989,831.701814172597,729.0,463.6784140969163,3023,1723
734.8964167419451,646.74788491826,-0.6113918953878781,168.81477398015434,3012.0,416.12334801762114,6176,6525
768.3176753989762,879.9596137855516,-0.8553519074773515,523.609100932144,4576.0,338.81657989587507,4283,3370
439.4763625414032,592.452332066439,0.3648881807713917,558.1919414653704,6894.999999999999,484.647577092511,2748,1114
495.8747365251431,524.0891626615924,-0.17907100678783205,420.94437205572814,9035.0,187.19863836603923,8148,891
991.5239385727192,182.6945398112724,0.5391415028648459,812.6861782098827,8578.0,352.4329195034041,4846,9955
513.6795142025494,332.66510812039485,-0.16341927241757856,231.77327854064347,7683.0,265.4585502603124,1741,2974
85.96697781792633,204.12056816501743,-0.8497892695938409,883.428285055628,1028.0,246.63396075290348,571,198
48.666465923918494,822.0264813024693,-1.0280789951607143,404.7860078179813,5123.0,268.3179815778935,1971,8267
956.710127471645,465.0781193946741,0.7725033666113478,51.469580034078376,5038.0,325.4044853824589,4844,4271
174.69246210980629,254.53263637541,0.27699172494825763,418.87531322040695,1944.0,236.7961553864637,8684,1183
802.236274214594,116.6865991528464,0.18722785031460518,563.6109050816879,2311.0,246.2254705646776,7110,7131
323.99397771755497,940.9337490960528,-0.9864677018141338,254.04029267314823,4771.0,474.7076491790148,4207,1330
525.2178058817625,783.7066158241381,0.5373676467522096,420.55026561090506,9004.0,347.258710452543,5084,9295
225.52062631737428,185.1621599278536,0.28980166409293406,745.9836624235743,387.0,325.8129755706848,3794,5374
685.4608049784201,314.37129169335736,2.1220086214083436,945.0074170592364,7217.000000000001,413.9447336804165,4424,5153
105.3632440028104,15.59521641963957,0.7351019195013262,607.5537736794628,2781.0,380.0400480576692,3197,8402
993.7122352705009,10.72554550777616,0.4297364980274763,777.2165981758044,4341.0,197.4789747697237,4854,4061
740.4666265181171,338.8501961725956,0.457598006699929,210.9841635762253,9753.0,333.40408490188224,1535,1535
381.3870320184684,357.9852346967881,-0.5452652331294012,144.2816477899168,3892.0,244.31918301962355,6914,5133
504.4289872528356,989.4014716039036,0.9278649031956375,499.667134409141,3411.0,189.2410893071686,8757,9969
92.13399578440227,222.42988737062143,0.9105185186947016,765.9845644983462,4583.0,419.1189427312776,8524,408
302.21047877145435,233.1265929480957,-0.543087789264549,352.07427082289263,5349.0,277.3728474169003,6350,4302
883.2032520325204,961.3842439746696,0.7411320040589571,87.23473990177409,686.0,208.4060873047657,9650,5975
541.2321589882565,637.9299904984892,-1.127537267459263,822.2432594968427,7998.0,165.34441329595515,2875,2036
612.8491418247517,642.1310592613561,0.607101446027648,162.21349102936753,9039.0,395.9711653984782,4432,1656
870.0734718458295,690.4851514812857,-0.6794590474680782,910.6216297484214,6214.999999999999,269.20304365238286,394,9579
417.6928635953026,876.095801159528,0.17303445599306447,458.9756439811567,2004.0,279.24509411293553,9891,3663
215.2754190504868,907.9343721204748,-0.3727113754145229,705.2921719955899,8480.0,380.9251101321586,1338,21
857.838903944595,59.046919748526165,-0.788552405656019,593.957101333066,9930.0,299.8398077693232,8468,3510
743.6496035330723,561.8240233062013,-0.6692415213119215,480.8485516688384,2797.9999999999995,166.26351621946336,9388,3233
400.88276623506977,557.6604060098942,0.8311546230658423,520.554775984765,7388.0,347.7012414897878,1612,9896
116.40419552343673,692.681544777,1.177337036700162,894.1676856770573,9700.0,400.2603123748498,5018,1441
85.76804175449162,37.681561313331,-1.1065129641812301,399.8596772576927,185.0,257.9695634761714,6233,1200
979.3888387032018,883.4868659681877,0.8539735378112012,506.4654705823394,466.0,311.6860232278734,5620,1507
612.9486098564689,669.092992639138,-0.18707303452203508,696.129197153453,1301.0,197.6832198638366,5274,2140
979.5877747666366,261.8899821390288,0.7876178062560643,25.852661120577327,586.0,216.13336003203844,5584,7415
996.0,368.8327639029988,-0.15711364028976968,245.76405733186328,4760.0,212.6952342811373,8973,6265
195.680216802168,128.6056079506458,1.5925630010811118,625.1900370852962,307.0,461.5678814577493,5923,2410
633.439024390244,183.6564161867853,0.6171591343290337,322.811867294778,7733.0,256.2675210252303,5017,3046
644.3805078791529,907.8327696582068,0.6917323222834946,923.8241956499952,767.0,351.17340808970766,2589,5025
975.3106494027904,20.2778770521822,-0.8303772708571787,570.6062944772979,8599.0,492.136563876652,5648,6313
222.03924520726687,29.04831477030412,-0.48726867617629765,338.7731783101133,9945.0,335.174209050861,9613,5114
696.103884372177,778.8299528221686,0.11092271067968822,209.50626440813872,6227.0,356.3816579895875,3385,869
310.1679213088427,386.3778714787392,-1.0414801196246268,621.7416056930941,5064.000000000001,383.3760512615138,1546,4939
766.6267188597811,928.766717373762,-0.7695003612397971,247.0449032775384,792.0,415.5106127352824,8507,2986
440.3715748268593,314.5667328822299,0.09425547415083803,588.9322441615717,6165.000000000001,481.85622747296753,1587,5906
184.73873331325908,609.854784731196,-0.8023484806955242,47.331462363435904,5007.0,252.04645574689627,7132,4348
348.8609856468935,394.3679583503961,-0.6200183611592208,461.7343890949183,2623.0,472.93752503003606,2994,9288
422.3678610860183,829.2662380733632,0.9709670835985719,116.00451037385989,8973.0,199.0448538245895,7505,5159
220.945096858376,905.6096408168812,-0.2924318445017617,472.3752631051418,7733.0,395.39247096515817,5321,4606
840.9293385526448,477.1767760710766,-0.7104874146660537,636.3235441515486,8447.0,383.58029635562673,8316,9598
191.90043159690856,727.3121514147529,-0.7588631464171464,840.9633156259396,8273.0,454.55546655987183,6851,6414
118.19462009434908,963.428684431606,-1.876581629618756,935.8444422170994,1770.0,239.65558670404485,5218,2237
639.2081702298505,480.5712979671165,-1.169397076178214,411.1902375463566,4823.0,189.4453344012816,6229,2967
786.9181973301214,26.9303584982088,0.24934399428600101,337.4923323644382,2513.0,374.15098117741286,2707,6571
376.9109705911874,827.0830352137081,-0.6956367115460551,807.9569008720056,8807.0,379.2571085302363,530,8145
993.6127672387836,444.5719688461912,1.0030196905965592,251.6756540042097,3216.0,309.6776131357629,4231,8012
813.8740339255245,88.27038482235972,-0.7464693609737121,272.2677157462163,4359.0,376.057268722467,2561,7096
489.90665462210177,144.31286400211542,-0.13544506139672335,778.3003908990678,2426.0,308.2819383259912,7539,8311
370.6444845929941,148.51828112221588,-0.7635851977304985,182.80555277137407,5892.000000000001,250.4124949939928,3185,7709
295.645588678109,91.07410999297048,-0.6138517583260831,764.6051919414654,1211.0,273.3219863836604,8423,3966
223.03392552444043,942.0419978477296,1.0563099727739693,316.9002706224316,2289.0,446.89627553063673,889,733
440.0731707317073,752.7751669878676,-1.016803768873717,148.91239851658815,3246.0,299.39727673207847,6328,2030
570.9731004717455,252.9441542364549,-0.14327985131925533,970.2302295279144,2712.0,385.9631557869443,2457,9625
749.9160895312657,643.0735899601009,-0.8696497825172379,893.1824195649995,8491.0,355.8029635562675,4571,5250
42.49944795744253,115.47078261989708,0.9364949997468691,534.3485015535732,3123.9999999999995,390.8990788946736,3451,7971
483.14282846532166,25.120619746533016,0.7584691536390795,141.4243760649494,7743.999999999999,166.6379655586704,7928,9076
426.44605038642976,782.0040415467561,-0.5340017433269838,98.76235341284956,7679.0,351.68402082499,3722,1528
776.971394158386,371.645195075276,0.13153858885499822,462.1284955397414,9020.0,335.4124949939928,9161,9898
164.34778681120144,915.9072043725772,0.8672600086075513,823.6226320537236,9733.0,359.4453344012816,9819,3973
930.3510990665462,753.6348341977482,0.6885501221078517,919.0949183121178,8604.0,184.6115338406088,1323,8733
252.7748670079293,101.51886242795794,1.230055631406128,126.84243760649494,4451.0,323.9407288746496,6108,4199
835.657532871625,203.92433107610765,0.4423936153646044,534.3485015535732,179.99999999999997,361.6920304365239,5337,9322
343.39024390243907,79.29772825838644,-1.5427961314285448,899.9807557381978,7981.999999999999,185.3604325190228,7674,7321
244.817424470541,563.1241965338152,0.2404417139028801,788.1530520196452,7356.0,248.1998398077693,5362,7183
768.0192713038241,103.89241815885865,-0.007738695485991684,153.34609602084794,8434.0,444.5474569483381,8621,9586
136.1983338351902,154.80613901002693,1.1197429733434927,523.0179412649093,6980.0,383.81858229875854,1512,6244
991.7228746361536,30.915246820086395,0.1514864063094605,692.9763455948682,4980.0,287.04044853824587,686,1146
521.438020676503,996.7447206867632,0.2686273793496206,402.12578931542544,7615.0,337.9995995194233,7884,8326
918.7133393556156,244.6445438415569,-0.8936381457732434,614.9432695198958,2241.0,277.13456147376854,5397,6778
438.3822141925123,947.2613180593798,0.963722478332815,749.9247268718052,7241.0,294.52943532238686,5992,6280
533.0757803874335,622.0746306663225,1.0047645472302265,862.0480104239751,9393.0,193.25790949138968,6769,7890
712.1182374786711,247.72042510354032,1.1560981112577087,373.0604390097224,1798.0,318.7324789747697,5619,6571
351.1487503763926,307.6733756661545,-0.5083818553270822,22.50275633958104,7031.0,169.05486583900682,1551,5077
813.9735019572418,391.4680799170925,-0.7198893831366577,903.7247669640172,1235.0,270.83700440528634,1233,5114
422.66626518117033,299.70524612661166,-0.6183236938144543,657.5067655607899,5145.0,292.99759711653985,622,356
572.5645889792231,150.16694696447553,-0.0507647504085159,884.8076576125088,282.0,166.60392470965158,3705,5591
886.8835692060625,792.7786369684314,-0.5838380688042295,894.266212288263,2818.0,254.0548658390068,3722,6672
975.8079895613772,987.5535020678795,0.7306372674605449,679.2811466372657,7908.0,333.74449339207047,6080,7548
518.6529157884172,868.4164468786089,0.7024823259555298,18.9557983361732,5141.0,244.14897877452944,6420,9226
57.71805681019773,457.42848605885337,-0.5836121477679798,379.7602485717149,7510.0,196.1513816579896,8342,4645
476.9758104988457,309.61023659250776,-0.19988127447707654,89.008218903478,6002.0,396.2775330396476,2026,1761
19.323396567299007,806.6955782444867,-0.5089265458357729,740.4661721960508,4037.0,481.4136964357229,8258,5728
461.8566696778079,749.7377512383846,1.81193280156601,491.3908990678561,6546.0,378.8826591910292,8124,6359
528.5997189601525,362.6450779121485,0.22488311156260232,181.4261802144933,2406.0,170.62074489387263,2940,9899
654.1283749874535,913.3104303617528,-0.8069615440898317,342.8127693695499,6854.0,285.2703243892671,5832,147
254.9631637057111,555.4407321356886,1.2574970144271505,518.9783502054726,1548.0,274.85382458950744,9120,3257
364.7758707216702,466.0785998606037,-0.2883043493108602,491.1938458454445,626.0,228.25190228273928,7722,4130
206.1243601324902,697.6420522101203,-0.9608507923610052,681.2516788613812,3186.9999999999995,408.49819783740486,5991,5409
843.217103282144,255.2198907107126,-0.1709001278731779,570.113661421269,2019.0,334.221065278334,4831,3645
391.9306433805079,423.1466835994111,-0.41957657255644204,909.045203969129,4928.0,162.48498197837404,2009,652
596.9342567499749,769.4882032240707,-0.8168879407807249,75.21449333466974,7032.0,328.468161794153,6579,96
25.888286660644383,636.623041795451,0.7040147836359949,873.4770973238449,9649.0,368.22787344813776,6075,1569
448.4284853959651,789.6108249717781,0.7164111595981051,973.8757141425278,8774.0,423.9527432919503,5919,5118
721.4682324601024,632.9282373371435,0.2781233285567694,439.9600080184424,753.0,486.7240688826592,9137,8622
844.1123155676,275.6397718468321,0.3916870490892901,722.1402225117771,1632.0,432.6331597917501,6801,1104
891.9564388236474,406.56097757474913,-0.9595688379328192,329.1175704119475,9420.0,291.9423307969564,3471,9888
615.8331827762722,939.7007769348708,-0.7115656884606476,484.7896161170693,2543.0,378.3039647577093,6161,8666
907.8713238984242,948.5325667231012,-0.1930981780605931,275.2235140823895,1136.0,262.59911894273125,1594,5052
268.9881561778581,433.7866404976752,0.08917148861233165,870.9154054324948,2340.0,178.8586303564277,9696,2760
348.66204958345884,283.0904243191085,-0.8962133376191981,174.23373759647188,1946.0,454.3852623147777,2465,2306
590.7672387834989,645.5712567805365,0.4361941441735519,69.30289666232335,4012.0,453.1938325991189,3592,8850
101.08611863896417,491.061062411933,-0.7391028812872052,638.9837626541045,9847.0,290.44453344012817,5523,4452
99.79303422663855,376.6864454662731,1.2960189554052877,779.975343289566,5190.0,296.2655186223468,5387,1023
107.55154070059218,546.9277695907554,0.3236166604357596,802.2423574220708,6098.0,492.8514217060472,4680,7788
430.3253036234066,655.1184223949917,0.1628704869400674,454.6404730881026,5403.0,354.6115338406088,8694,2558
248.59720967580049,713.9979331232138,1.0061869283024865,290.6921920416959,5548.000000000001,475.8990788946736,7404,3625
362.6870420556057,450.9922209619696,0.001791270853611375,393.2583943069058,9335.0,442.40288346015217,9344,1316
574.2555455184181,905.3229006684472,-1.08685669634244,977.4226721459356,4529.0,315.73688426111335,3056,218
614.1422262370771,114.95174398389707,0.5195735671329097,321.6295479603087,1049.0,371.80216259511417,6761,6092
634.3342366757001,537.920873889724,-1.0839071793649178,839.2883632354415,470.0,441.31357629154985,4729,706
48.76593395563585,312.2135582603909,-0.8265336732287183,336.80264608599776,1123.0,467.5250300360432,8464,5906
801.4405299608552,478.16943207610535,0.8536205033570914,288.32755337275734,4537.0,344.6035242290749,6059,422
610.5613770952525,501.0762814607085,1.2488630910665228,172.46025859476796,460.0,446.9303163796556,8642,7927
295.54612064639167,455.4625467988682,0.2867201833519669,900.9660218502556,3644.0,294.3251902282739,5172,6714
425.65030613269096,740.45971212557,0.688438678650401,820.7653603287562,2516.0,468.81858229875854,5884,9353
270.8780487804878,268.2940955785007,-0.3231942051759147,57.87380976245365,7544.0,196.66199439327195,4761,7539
102.57813911472448,270.1526151000128,0.751204742463532,321.92512779392604,46.0,476.5458550260312,3923,3073
305.79132791327913,289.0737164837827,-0.724133666651925,582.8235942668138,247.0,208.5082098518222,4314,6034
623.6911572819432,447.05888797830886,-0.6347892951970203,338.9702315325248,4495.0,448.189827793352,7002,6113
135.00471745458196,151.05833063150965,0.5462123071161216,128.71444321940464,3813.0,452.3087705246296,6090,9390
855.5511392150959,116.20238764374902,0.2685171466490712,958.6040894056327,4996.0,207.38486183420105,7163,443
679.5921911070963,838.7861283853618,-0.21784678478200417,633.4662724265812,753.0,186.1093311974369,1898,4134
182.0530964568905,829.523745878813,-0.7414931770609354,254.04029267314823,2767.0,377.4529435322387,6339,3142
865.696878450266,158.81826471497752,-0.8963697831428005,138.66563095118772,4133.0,406.6599919903885,1641,8191
343.5891799658737,621.9403114965336,-0.8059271503118342,870.6198255988774,9978.0,495.23428113736486,280,6708
836.3538090936465,277.40090719456526,0.774191069842511,633.5647990377869,8461.0,328.1277533039648,5691,3371
187.0264980427582,116.75395202318472,-0.09346672310067256,325.2750325749223,5781.0,404.9239086904285,8330,7867
615.7337147445548,573.4560108196888,-1.1346340117699185,542.0335772276235,294.0,323.2258710452543,4702,7954
221.14403292181072,902.5744393070815,0.6417346264877822,381.13962112859576,832.9999999999999,384.2270724869844,3911,8374
676.3097460604235,164.64129725332666,0.6378204485359912,793.6705422471686,1431.0,447.9855826992391,163,1548
943.6798153166716,59.16022982115432,-0.9992706580162962,332.0733687481207,3666.0,489.85582699239086,1692,2955
971.9287363244002,597.2146626270256,-0.7589308801309873,749.4320938157763,6611.0,250.7188626351622,4091,534
385.7636254140319,721.0126450717058,-0.3628166424581072,274.8294076375664,8298.0,199.3852623147777,7553,6578
120.28344876041352,465.0106976592754,0.2661136461258767,136.2024656710434,5.0,243.91069283139768,5114,1401
554.560875238382,369.5228059189078,0.8011188932169899,532.279442718252,4458.0,272.1645975170204,9707,259
618.2204155374886,541.0355074377691,-0.5686487003178178,922.0507166482912,3151.9999999999995,379.3592310772928,7498,8026
881.9101676201947,34.1162908230952,0.7556366025766236,57.97233637365942,4901.0,182.36483780536645,6636,8625
975.1117133393556,94.51079295394784,0.43934543933715536,46.74030269620126,5161.0,269.50941129355226,9480,9257
728.6299307437519,178.44485173529324,0.37555797623191967,82.40693595269119,4898.0,422.0464557468963,9835,3234
809.2985044665262,846.2919493168421,-0.239243569474875,262.9076876816678,9108.0,493.4641569883861,4281,9243
781.447455585667,264.1225308487237,0.7020768031422577,944.4162573920016,1392.0,462.1806167400881,3899,2435
283.5104888085918,678.8280290489982,2.012861207105772,794.4587551368147,7724.0,437.6712054465359,7274,6976
127.14674294891095,576.6405946491604,0.7661580452689576,106.15184925328256,1556.0,414.9659591509812,4474,6645
253.2722071665161,15.668301388383266,0.45406836840069736,919.4890247569408,823.0,234.34521425710847,4284,2665
784.829368664057,959.0083208168444,-0.6011633264269974,501.44061341084495,2937.0,274.7176611934321,8316,4900
677.8017665361839,990.9838104231144,-0.8174345141326943,333.64979452741306,5649.0,243.91069283139768,6472,7862
978.294690354311,8.853993190405252,0.1857510553178124,848.2542848551668,3442.9999999999995,264.3011613936724,1778,4106
531.8821640068253,471.8979727148805,0.7218627608350531,459.1726972035682,4984.0,204.69563476171405,4809,5429
85.66857372277427,169.19254154332162,0.07477688223393811,295.02736293475,3801.0,293.2018422106528,4633,1693
170.3158687142427,665.6226018136845,-0.8529941044549534,219.75303197353912,5739.0,271.2114537444934,5465,8232
344.38492421961257,834.1342055522133,0.9227697287395934,474.2472687180515,8397.0,408.3620344413296,2787,6657
881.4128274616079,995.227927893697,-0.3073119890867926,91.9640172396512,8699.0,483.7625150180217,292,9479
792.7868112014454,568.1927003097973,0.21671989816505377,945.7956299488824,8866.0,430.726872246696,5219,4657
779.4580949513198,964.5482228853076,0.3926346015221453,448.827403026962,7924.0,416.6680016019223,5404,2145
550.3832179062532,879.8111100527059,0.21772591335737723,573.3650395910594,9275.0,393.1457749299159,3741,4087
681.6810197731608,625.8773792894838,-0.282578451365859,410.40202465671047,9404.0,359.5134160993192,43,6513
324.5907859078591,495.901505940551,0.6832639972521274,402.2243159266312,1166.0,478.4521425710853,3649,7991
572.5645889792231,102.52184870034188,0.7444293382446209,717.5094717851058,2676.0,322.30676812174613,4023,2832
